schoolyear,gradeLevel,classPeriod,classType,schoolName,gradePercentage,avid,sped,migrant,ell,student_ID
2022-2023,8,2.0,SCI,North Junior High,100.0,N,Y,N,N,FP3NOZ227
2024-2025,5,9.0,SOC,Washington Stone Elementary School,85.3,Y,N,N,N,9OCA4YK86
2018-2019,6,1.0,SOC,Allfeather Middle School,68.1,N,N,Y,N,MUXY437K1
2021-2022,7,3.0,SOC,East Junior High,71.8,N,N,N,N,4FP420YZL
2024-2025,8,2.0,PE,East Junior High,99.7,N,N,N,N,U163Q3WEJ
2024-2025,2,8.0,SCI,Elk Meadow Elementary School,100.0,N,N,N,Y,1633MJUUH
2023-2024,3,7.0,MAT,Grand River Elementary School,87.1,Y,N,N,N,9KT99DO8C
2022-2023,5,5.0,SCI,Hall Elementary School,57.3,Y,N,N,N,IJH8S3E91
2023-2024,6,2.0,MAT,East Junior High,90.0,N,N,N,N,8XRNWN818
2023-2024,5,8.0,SCI,Rocky Elementary School,34.0,Y,N,N,Y,41CQWKT90
2024-2025,5,4.0,PE,Rocky Elementary School,100.0,N,Y,N,N,O50COQG98
2018-2019,7,2.0,SCI,West Junior High,75.0,N,N,N,N,K563PRAJ5
2023-2024,6,1.0,ELE,North Junior High,90.0,N,N,N,N,67AZ76GDC
2023-2024,6,1.0,PE,South Junior High,73.3,N,N,N,N,G0S0LN69M
2020-2021,6,4.0,SOC,Allfeather Middle School,95.3,Y,N,N,N,YY669GJI9
2021-2022,7,2.0,SCI,Allfeather Middle School,68.7,Y,N,N,N,94SR17TKO
2021-2022,7,4.0,SCI,East Junior High,82.5,N,N,N,N,K68PP8BC2
2022-2023,7,6.0,SOC,East Junior High,62.6,N,N,N,N,LZT1V034N
2023-2024,5,2.0,ART,Rocky Elementary School,95.7,Y,N,N,N,5H000SPAJ
2023-2024,5,9.0,SOC,Rocky Elementary School,80.6,Y,N,N,N,UU67V07OQ
2023-2024,2,6.0,ENG,Maria Flowers Elementary School,43.8,Y,N,Y,Y,HT438U8PX
2024-2025,5,5.0,ENG,Leafy Elementary School,68.0,Y,N,Y,N,W6G704AHD
2024-2025,3,2.0,ART,Maria Flowers Elementary School,100.0,Y,Y,N,N,DC2676MFV
2021-2022,7,2.0,MAT,East Junior High,62.5,N,N,N,N,4XD35ZI7W
2022-2023,0,5.0,ENG,Washington Stone Elementary School,77.4,Y,N,N,N,HJ8O1O8R7
2023-2024,2,7.0,MAT,Rocky Elementary School,90.4,N,N,N,N,OTR73Y42N
2020-2021,7,3.0,SOC,West Junior High,25.86,N,N,N,N,M6FI12N2Q
2018-2019,6,3.0,ENG,North Junior High,44.4,N,N,N,N,4PLK51J6D
2018-2019,7,6.0,PE,Allfeather Middle School,95.4,N,N,N,N,WC5O88XT3
2023-2024,3,9.0,MAT,Hall Elementary School,100.0,Y,N,N,N,31TB4R2UU
2022-2023,5,8.0,SCI,Washington Stone Elementary School,85.5,Y,Y,N,N,5O1RKMY82
2023-2024,3,3.0,MUS,Rocky Elementary School,100.0,Y,Y,N,N,E5SG41P2B
2024-2025,5,7.0,MAT,Washington Stone Elementary School,98.8,Y,N,N,N,34A9FSPZ2
2023-2024,5,9.0,MAT,Hall Elementary School,70.0,Y,N,N,N,Z214LPH6C
2021-2022,8,6.0,SOC,East Junior High,87.9,N,N,N,N,9OR56DNF6
2018-2019,6,3.0,ELE,South Junior High,86.5,Y,N,Y,N,959CY4VDS
2018-2019,7,0.0,MS,North Junior High,0.0,N,N,Y,N,0CB93C2YJ
2018-2019,8,2.0,ENG,North Junior High,95.4,N,N,N,N,54KBRW6T6
2022-2023,6,6.0,MUS,North Junior High,99.4,N,N,Y,N,N89D53IMD
2023-2024,1,8.0,SCI,Sunny Hillside Elementary School,83.3,N,N,N,N,9JWY8S9H7
2024-2025,8,3.0,PE,Allfeather Middle School,91.8,N,N,N,N,0T2GGN8V9
2023-2024,8,7.0,MAT,East Junior High,48.1,N,N,N,N,J59AOD78N
2023-2024,2,2.0,ART,Sunny Hillside Elementary School,95.0,Y,Y,N,N,6MVUX37H7
2023-2024,0,9.0,SOC,Tulip Beach Elementary School,100.0,N,N,N,N,7GR0G4XC1
2023-2024,0,8.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,4F9N58EGT
2020-2021,7,3.0,ELE,South Junior High,83.7,Y,N,N,N,6NYB3WV20
2023-2024,0,6.0,ENG,Grand River Elementary School,80.0,Y,N,N,N,HO3J3SH93
2022-2023,7,1.0,ELE,Allfeather Middle School,90.0,N,N,N,N,N5WG83M8T
2024-2025,8,5.0,PE,Allfeather Middle School,68.7,N,N,Y,N,1MB3KIQ13
2024-2025,0,3.0,MUS,Grand River Elementary School,100.0,Y,N,N,N,37ESH55WG
2023-2024,6,5.0,ENG,Allfeather Middle School,70.4,Y,N,Y,N,6514HDQGM
2022-2023,4,9.0,SOC,Gale Elementary School,80.7,Y,Y,N,N,S3WL4K51A
2023-2024,7,3.0,ELE,North Junior High,99.0,Y,N,N,N,TVE43CC31
2024-2025,3,8.0,SCI,Seaside Elementary School,77.2,Y,Y,N,N,I1UG9W97Z
2024-2025,2,8.0,SCI,Sunny Hillside Elementary School,100.0,Y,N,N,N,A5NV263CD
2022-2023,6,2.0,SCI,East Junior High,72.2,Y,N,N,N,9TV85W1GE
2024-2025,6,6.0,SCI,East Junior High,90.0,N,Y,N,N,RA8WY761I
2020-2021,8,2.0,ELE,South Junior High,95.5,Y,N,N,N,0G46QR7TC
2024-2025,7,2.0,SOC,North Junior High,93.2,Y,N,N,N,AYMT9E669
2021-2022,7,6.0,MAT,North Junior High,41.5,N,N,N,N,6EP343JSP
2023-2024,3,5.0,MAT,Hall Elementary School,98.2,Y,N,Y,N,GEC1Y03B2
2020-2021,8,5.0,MUS,North Junior High,79.4,N,N,N,N,3H53X5JFX
2022-2023,6,4.0,SCI,East Junior High,67.5,N,N,N,N,Y8B09YHB9
2023-2024,2,5.0,ENG,Washington Stone Elementary School,55.7,N,N,N,Y,57X3FU5ZI
2023-2024,8,6.0,PE,West Junior High,95.6,Y,N,N,N,W5TNT248U
2024-2025,5,8.0,SCI,Gale Elementary School,67.5,Y,N,N,Y,FTFQ7295I
2023-2024,2,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,2JJ6W66IX
2024-2025,5,5.0,ENG,Gale Elementary School,90.6,Y,N,N,Y,Y2X10RTK4
2023-2024,3,6.0,ENG,Rocky Elementary School,42.5,N,N,Y,Y,CLX8Y785W
2018-2019,8,1.0,PE,West Junior High,94.3,Y,N,N,N,W3YB27QT2
2024-2025,3,7.0,MAT,Grand River Elementary School,94.6,Y,N,Y,N,26TOR84LE
2024-2025,7,4.0,ELE,West Junior High,87.5,N,N,N,N,ZA8Z459LM
2024-2025,0,6.0,ENG,Gale Elementary School,98.4,Y,N,N,N,0QYLO90V6
2022-2023,7,6.0,SOC,North Junior High,78.6,N,N,N,Y,YF54OD01F
2018-2019,7,7.0,ENG,West Junior High,96.6,Y,N,Y,N,O7P7B18TQ
2022-2023,4,4.0,PE,Hall Elementary School,95.0,Y,N,N,N,05XN6VI2H
2024-2025,4,7.0,MAT,Grand River Elementary School,93.2,Y,N,N,N,0LP2ZX84A
2023-2024,1,7.0,MAT,Gale Elementary School,83.9,N,N,N,N,1GCMMA720
2022-2023,6,6.0,PE,East Junior High,90.1,Y,N,N,N,VD21BS14E
2023-2024,0,4.0,PE,Tulip Beach Elementary School,100.0,N,N,N,Y,B3978LUWC
2022-2023,6,1.0,ENG,South Junior High,101.3,N,N,N,N,A1460VPTZ
2023-2024,2,9.0,SOC,Gale Elementary School,100.0,Y,N,N,N,AZI7N5L95
2021-2022,8,7.0,ENG,Allfeather Middle School,14.3,N,N,N,N,954N5TCCN
2023-2024,6,5.0,MAT,South Junior High,67.8,N,N,N,N,TWFO35G37
2022-2023,8,6.0,SOC,South Junior High,92.1,Y,Y,N,N,9O07BZZ8Z
2021-2022,6,2.0,MAT,Allfeather Middle School,83.9,Y,Y,N,N,5U60UIB7X
2024-2025,6,3.0,ELE,West Junior High,68.2,N,N,N,N,ZL33J6E0U
2024-2025,5,8.0,SCI,Hall Elementary School,72.5,Y,N,N,Y,E55PD66KH
2023-2024,7,5.0,SCI,Allfeather Middle School,65.9,N,N,N,N,2LCA12T1Z
2018-2019,7,6.0,ENG,Allfeather Middle School,33.8,N,N,N,N,A95FY43FQ
2022-2023,7,4.0,MAT,Allfeather Middle School,89.2,N,N,N,N,T0H4M6LC1
2023-2024,4,5.0,ENG,Grand River Elementary School,95.0,Y,N,N,N,BFNG94K99
2021-2022,7,5.0,SCI,East Junior High,81.5,N,Y,Y,N,8FB0O46LO
2024-2025,0,7.0,MAT,Grand River Elementary School,70.7,Y,N,N,N,CD8728ZXZ
2024-2025,5,7.0,MAT,Hall Elementary School,55.0,Y,N,N,N,EF7R1C4K8
2023-2024,8,2.0,SCI,East Junior High,73.0,N,N,N,N,TY07O91FY
2024-2025,7,2.0,MAT,North Junior High,0.0,Y,N,N,N,E5AM37H5M
2023-2024,6,3.0,SCI,East Junior High,65.7,N,N,N,N,X6V0IT20T
2023-2024,4,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,N,K3XT532JY
2024-2025,2,9.0,SOC,Grand River Elementary School,95.0,Y,N,N,Y,LAXE871K4
2023-2024,8,1.0,MAT,Allfeather Middle School,71.8,N,N,N,N,1UJA42R1C
2024-2025,7,4.0,MAT,Allfeather Middle School,97.2,N,Y,N,N,R6QY6J97D
2021-2022,7,6.0,MAT,East Junior High,90.3,N,Y,N,N,C67KUR41Q
2018-2019,7,6.0,ELE,North Junior High,100.0,Y,N,N,N,6A4YIH5W0
2023-2024,4,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,30ED06INV
2024-2025,8,5.0,ELE,Allfeather Middle School,100.0,N,N,N,N,60UA0F4SZ
2023-2024,6,1.0,MS,North Junior High,100.0,N,Y,N,N,E61F7AWT2
2018-2019,7,4.0,SCI,Online Learning School,87.5,N,N,N,N,T60N8C5SF
2022-2023,7,3.0,MUS,North Junior High,94.7,N,N,N,N,107SSX4GL
2022-2023,3,9.0,MAT,Hall Elementary School,100.0,Y,N,N,N,Y1L361GKX
2023-2024,3,5.0,ENG,Tulip Beach Elementary School,100.0,N,N,N,N,1V29DMA0D
2024-2025,3,5.0,ENG,Tulip Beach Elementary School,100.0,N,N,N,N,F139JJWG1
2020-2021,8,5.0,SCI,South Junior High,56.3,N,N,Y,N,2KQ22QE4S
2024-2025,3,9.0,SOC,Cloudy Elementary School,98.0,N,N,N,N,JQ8S6E7Q9
2018-2019,8,6.0,SCI,South Junior High,57.0,N,N,N,N,NO1W29RF5
2022-2023,6,5.0,ENG,Allfeather Middle School,98.2,Y,N,N,N,ERX2H3S90
2024-2025,2,8.0,SCI,Grand River Elementary School,90.0,Y,N,N,N,5P1PSSC92
2024-2025,5,8.0,SCI,Tulip Beach Elementary School,92.9,Y,N,N,N,94H6A6CMW
2023-2024,5,6.0,ENG,Rocky Elementary School,79.0,Y,N,N,N,B4PLV5W83
2020-2021,6,6.0,ELE,West Junior High,102.5,Y,N,N,N,V6K4ZET78
2020-2021,7,4.0,SOC,Allfeather Middle School,84.8,N,N,N,N,V547VG2WD
2022-2023,6,3.0,MAT,West Junior High,96.8,N,N,N,N,R2L86LQ9A
2024-2025,0,9.0,SOC,Cloudy Elementary School,100.0,Y,N,N,N,M7BCYY693
2022-2023,2,5.0,ENG,Hall Elementary School,61.4,Y,N,Y,Y,0VS651AEU
2018-2019,8,3.0,ENG,Allfeather Middle School,87.4,N,N,N,N,5566EILRA
2023-2024,7,6.0,MAT,Allfeather Middle School,85.3,N,N,N,N,Z6E2HA5I3
2023-2024,2,8.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,8GAN067EG
2024-2025,8,7.0,MUS,East Junior High,86.7,N,N,N,N,4QG5OCO19
2022-2023,7,4.0,ELE,West Junior High,28.0,N,Y,N,N,IU84WQ9H2
2022-2023,6,2.0,PE,Allfeather Middle School,100.0,Y,N,Y,Y,DD94U47GG
2018-2019,7,7.0,MUS,West Junior High,66.2,N,Y,N,N,2N7YVUV34
2024-2025,0,8.0,SCI,Cloudy Elementary School,84.2,Y,Y,Y,Y,8E30J6VHO
2021-2022,6,1.0,ELE,North Junior High,71.0,Y,Y,N,N,Z0C6H99PR
2023-2024,3,5.0,ENG,Sunny Hillside Elementary School,84.1,Y,N,N,N,B3P19AX4X
2024-2025,5,8.0,SCI,Maria Flowers Elementary School,85.7,Y,N,N,Y,KN0E6WI47
2022-2023,6,7.0,ELE,East Junior High,97.9,Y,Y,Y,N,6EL3X2J4K
2022-2023,6,7.0,ELE,East Junior High,100.0,Y,N,N,N,7JH69MKL2
2024-2025,0,7.0,MAT,Gale Elementary School,98.6,Y,N,N,N,SX5L41UU5
2024-2025,8,6.0,ENG,Allfeather Middle School,83.1,N,N,N,N,H9TTB57C8
2018-2019,7,5.0,ELE,South Junior High,93.7,Y,N,Y,N,89KTEN3G2
2023-2024,3,6.0,ENG,Grand River Elementary School,21.0,Y,N,Y,Y,Z67N8IO0R
2023-2024,7,6.0,SOC,West Junior High,100.0,Y,N,N,N,DQF5386FF
2024-2025,8,6.0,SCI,East Junior High,80.0,Y,N,N,N,CQ6WX444V
2023-2024,4,4.0,PE,Grand River Elementary School,97.0,Y,N,N,N,2GD15VDX5
2018-2019,6,1.0,SOC,North Junior High,89.1,N,N,N,N,XT9I2F87T
2022-2023,8,1.0,SCI,Allfeather Middle School,71.3,N,N,Y,N,FD36G9U9N
2023-2024,0,7.0,MAT,Gale Elementary School,93.4,Y,N,N,N,B6TO4VC54
2024-2025,1,4.0,PE,Rocky Elementary School,100.0,N,N,N,N,23IUXC7S3
2024-2025,2,5.0,ENG,Rocky Elementary School,78.1,Y,Y,N,N,9D9VL0FE9
2020-2021,7,6.0,ART,South Junior High,97.9,N,N,N,N,KW77K3B9U
2024-2025,4,4.0,PE,Rocky Elementary School,100.0,Y,N,Y,N,JA550FYQ1
2018-2019,6,3.0,PE,East Junior High,97.7,Y,N,N,N,6H6B30VME
2023-2024,1,6.0,ENG,Hall Elementary School,86.0,Y,N,Y,Y,ID2PZ5R35
2024-2025,6,3.0,SCI,North Junior High,100.0,N,N,Y,N,2VE09J1FZ
2022-2023,6,5.0,ENG,North Junior High,76.8,Y,N,N,N,D99TU0HH5
2023-2024,3,5.0,SCI,Seaside Elementary School,80.5,Y,N,N,N,K0YMC342H
2022-2023,7,5.0,PE,South Junior High,95.2,N,N,N,N,CQZD025Z2
2023-2024,7,6.0,MUS,East Junior High,72.3,N,N,N,N,R3V2C0W6V
2021-2022,8,3.0,PE,Allfeather Middle School,100.0,N,N,N,N,BR3X73Q4T
2024-2025,8,8.0,ELE,North Junior High,77.0,Y,Y,N,N,KS39Q6QQ7
2023-2024,6,8.0,SCI,West Junior High,95.6,N,N,N,N,AOTN568J9
2024-2025,4,4.0,PE,Hall Elementary School,100.0,Y,N,Y,Y,W6EL28T9X
2020-2021,8,5.0,ELE,Allfeather Middle School,55.8,N,N,Y,N,1QTT1IT79
2020-2021,7,5.0,SOC,East Junior High,6.0,N,N,N,N,X3E75SMP4
2021-2022,6,5.0,SCI,South Junior High,77.0,N,N,Y,N,VM8T188TQ
2023-2024,4,7.0,MAT,Elk Meadow Elementary School,50.0,Y,N,N,Y,71E4UAM1A
2024-2025,2,6.0,ENG,Grand River Elementary School,95.0,Y,N,N,N,CC95UHW22
2022-2023,7,6.0,ENG,Allfeather Middle School,102.9,N,N,N,N,FBPK4824H
2023-2024,1,9.0,SOC,Washington Stone Elementary School,90.0,Y,Y,N,N,LG8WW371R
2020-2021,7,3.0,SOC,Allfeather Middle School,35.3,N,N,N,N,L4JW0ZF32
2024-2025,6,2.0,SCI,Allfeather Middle School,94.0,Y,N,N,Y,WJSV984R7
2023-2024,6,2.0,MAT,North Junior High,89.3,Y,Y,N,N,40DSLLP26
2022-2023,0,6.0,ENG,Washington Stone Elementary School,83.3,Y,Y,N,Y,2D39LFGP6
2022-2023,6,5.0,ELE,West Junior High,115.0,N,N,N,N,CHED15D05
2023-2024,1,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,T964AU2BG
2018-2019,8,1.0,MAT,Allfeather Middle School,64.7,Y,N,Y,N,LPL7R06B8
2024-2025,4,6.0,ENG,Sunny Hillside Elementary School,77.3,Y,N,N,Y,MKXR159D4
2023-2024,8,3.0,MAT,North Junior High,105.0,Y,N,N,N,C276TY3ID
2021-2022,6,6.0,ENG,North Junior High,97.1,Y,N,N,N,P5U3JA3D2
2024-2025,4,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,P09KEP61D
2021-2022,6,3.0,SOC,South Junior High,82.7,N,N,N,N,83T5UZAO3
2021-2022,7,1.0,ENG,North Junior High,62.3,N,N,N,N,5T0F3ZFH4
2022-2023,8,5.0,SOC,South Junior High,89.2,N,N,Y,N,FS0249JDC
2018-2019,8,7.0,MUS,East Junior High,85.6,N,N,N,N,SQ5597AYH
2022-2023,6,3.0,ENG,East Junior High,85.7,N,N,N,N,43AHL73SS
2024-2025,2,8.0,SCI,Grand River Elementary School,97.5,Y,N,N,N,VY46TO2J2
2018-2019,6,0.0,MS,Allfeather Middle School,100.0,N,N,Y,N,1QTT1IT79
2024-2025,6,7.0,PE,West Junior High,100.0,N,N,N,N,H164YTVR8
2022-2023,6,0.0,MS,North Junior High,100.0,N,Y,N,N,3648ZBHMO
2024-2025,4,9.0,SOC,Maria Flowers Elementary School,120.0,Y,N,Y,Y,61VJYF6H8
2024-2025,4,7.0,MAT,Rocky Elementary School,76.9,Y,N,N,N,KS24W8QL9
2021-2022,7,6.0,ART,North Junior High,62.5,N,N,N,N,47Z8WY4LQ
2022-2023,6,1.0,SCI,North Junior High,100.0,Y,N,N,N,UA8V837KC
2023-2024,4,4.0,PE,Grand River Elementary School,97.0,Y,Y,N,N,3N7JQ4Z4S
2022-2023,3,4.0,PE,Hall Elementary School,95.0,Y,N,N,N,J9S66KX0V
2024-2025,8,6.0,SOC,East Junior High,83.2,N,N,N,N,40QBDT9J3
2022-2023,6,2.0,SOC,Allfeather Middle School,96.2,N,N,N,N,A83EZ11ZT
2024-2025,3,5.0,ENG,Gale Elementary School,100.0,Y,N,N,N,B2W8MDB62
2021-2022,7,3.0,SCI,Allfeather Middle School,90.9,N,N,Y,N,NJDR829K8
2024-2025,0,3.0,MUS,Gale Elementary School,100.0,Y,Y,N,N,M9Z89KL6M
2024-2025,7,1.0,ELE,West Junior High,100.0,Y,N,N,N,L5QC5N70G
2022-2023,3,3.0,MUS,Leafy Elementary School,100.0,N,Y,N,N,5QS8JO0P6
2024-2025,3,9.0,SOC,Maria Flowers Elementary School,91.1,Y,N,N,Y,W4TJO4U37
2023-2024,8,3.0,ENG,Allfeather Middle School,60.5,N,N,N,Y,VOU06P9G3
2018-2019,8,6.0,MUS,Allfeather Middle School,100.0,N,N,N,N,5MXZ52WJ7
2024-2025,1,4.0,PE,Maria Flowers Elementary School,100.0,Y,N,N,Y,AEFX0S602
2024-2025,8,1.0,SCI,East Junior High,85.6,N,N,N,Y,V9EV90Q5A
2021-2022,7,4.0,SCI,Allfeather Middle School,99.5,N,N,N,N,16GVQ4K4Q
2022-2023,8,3.0,SCI,South Junior High,86.0,N,N,N,N,7R7B1KC8R
2024-2025,6,3.0,PE,Allfeather Middle School,97.5,N,N,N,N,90IH7NTO8
2018-2019,6,6.0,IN,Allfeather Middle School,94.3,N,N,Y,N,78T5ZUUW2
2022-2023,6,2.0,ENG,East Junior High,66.1,Y,N,N,N,1IF563LXI
2024-2025,6,6.0,ENG,Allfeather Middle School,56.0,Y,N,Y,N,KV3MES273
2023-2024,2,5.0,ENG,Tulip Beach Elementary School,72.6,N,N,N,Y,5NAH280FG
2024-2025,2,7.0,MAT,Grand River Elementary School,97.0,Y,N,N,N,Z4S96FGG1
2024-2025,0,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,N,7YX06X5HQ
2024-2025,2,4.0,PE,Hall Elementary School,100.0,Y,N,N,N,4TREL0J26
2024-2025,6,2.0,SOC,Allfeather Middle School,68.0,N,N,N,N,67OC3HYA7
2024-2025,1,6.0,ENG,Leafy Elementary School,70.0,Y,N,Y,N,3FNZ7E58Q
2022-2023,2,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,5VKI46R2M
2024-2025,1,6.0,ENG,Leafy Elementary School,88.6,Y,N,Y,N,0TPH725HF
2022-2023,7,0.0,MS,North Junior High,100.0,N,N,N,N,R0NWY3I80
2022-2023,7,0.0,MS,North Junior High,0.0,N,N,N,N,XI20NQ6I3
2024-2025,3,2.0,ART,Cloudy Elementary School,97.6,Y,N,Y,Y,5IHHW78H0
2024-2025,2,8.0,SCI,Rocky Elementary School,82.5,Y,N,N,N,L0JIM86W4
2023-2024,4,6.0,ENG,Leafy Elementary School,100.0,Y,N,N,N,85VB0H1FI
2022-2023,6,1.0,ENG,North Junior High,98.8,Y,N,N,N,3YWY8JV77
2021-2022,7,8.0,PE,West Junior High,100.0,N,N,N,N,F4VJDI381
2023-2024,0,3.0,MUS,Tulip Beach Elementary School,100.0,N,N,N,N,42MYZFY43
2023-2024,3,6.0,ENG,Rocky Elementary School,91.5,N,N,N,N,37C8MLN7N
2022-2023,7,4.0,MAT,South Junior High,92.4,Y,N,N,N,GYG0B737S
2023-2024,2,7.0,MAT,Maria Flowers Elementary School,78.3,Y,N,N,N,T616XSC3I
2020-2021,8,3.0,MUS,East Junior High,82.2,N,N,N,N,O94TPWD56
2021-2022,6,5.0,PE,West Junior High,95.4,N,N,N,N,SZ9T57I6U
2021-2022,8,5.0,ELE,West Junior High,48.1,Y,N,N,N,9H7TOD9M1
2023-2024,6,3.0,ENG,North Junior High,70.0,Y,N,Y,N,OA15L8UB9
2022-2023,8,2.0,SOC,Allfeather Middle School,91.1,N,N,N,N,X79TZEH09
2023-2024,7,4.0,PE,Allfeather Middle School,92.1,N,N,N,N,713KU5TOP
2020-2021,6,3.0,ELE,East Junior High,15.3,N,N,N,N,609BHQ7VC
2022-2023,7,7.0,MAT,East Junior High,77.4,N,N,N,N,6MOW6QZ20
2022-2023,6,5.0,SOC,Allfeather Middle School,87.6,N,N,N,N,P8YR2D97A
2021-2022,7,0.0,ELE,East Junior High,0.0,N,N,N,N,E0D50K3MW
2024-2025,8,8.0,ELE,North Junior High,100.0,N,Y,N,N,QWF5E345H
2024-2025,8,4.0,PE,West Junior High,93.2,N,N,N,N,C7E5X4EY7
2022-2023,2,5.0,ENG,Gale Elementary School,86.0,Y,Y,N,N,871Z8PZIG
2020-2021,8,4.0,ENG,North Junior High,75.1,N,N,N,N,8VZ7I25LF
2023-2024,8,1.0,MS,East Junior High,0.0,N,N,N,N,0SBEV4D81
2020-2021,7,3.0,MAT,North Junior High,42.5,N,N,N,N,35X1DNHW4
2018-2019,6,0.0,MS,North Junior High,100.0,Y,N,N,N,2E0FV50UX
2020-2021,6,6.0,SOC,Allfeather Middle School,100.0,Y,N,N,N,QR070XG9B
2023-2024,2,5.0,ENG,Tulip Beach Elementary School,90.6,N,N,N,N,0I1JB8WR9
2020-2021,7,2.0,SCI,North Junior High,87.7,Y,Y,N,N,CZ51S6R0T
2024-2025,5,5.0,SOC,Grand River Elementary School,87.3,Y,Y,Y,Y,7IW1NAY57
2023-2024,8,1.0,MS,East Junior High,24.8,N,N,N,N,45AZ28WEM
2024-2025,6,1.0,SOC,Allfeather Middle School,68.6,N,N,N,Y,GP7L136BA
2020-2021,7,6.0,SOC,Allfeather Middle School,21.7,N,N,Y,N,JG5Q1T23P
2024-2025,7,4.0,SOC,North Junior High,95.9,Y,N,N,N,L4Z61N8GO
2020-2021,8,5.0,ELE,North Junior High,42.0,N,N,N,N,362JC9YVW
2024-2025,4,9.0,SOC,Grand River Elementary School,92.3,Y,N,N,N,48ELM64TF
2024-2025,0,5.0,ENG,Leafy Elementary School,60.0,Y,N,N,Y,HU2SH131W
2024-2025,7,5.0,ENG,North Junior High,87.8,N,Y,N,N,5O4O2Y0DP
2023-2024,0,3.0,ENG,Seaside Elementary School,99.4,Y,N,N,N,HU70X2M6A
2022-2023,7,6.0,SOC,Allfeather Middle School,62.0,N,N,N,N,JB70E0MX8
2024-2025,7,2.0,MUS,Allfeather Middle School,100.0,N,N,N,N,1BFHS694W
2018-2019,6,2.0,ENG,Allfeather Middle School,84.6,N,N,Y,N,IR4IV7J17
2023-2024,3,6.0,ENG,Leafy Elementary School,33.3,N,N,Y,Y,RL3353BXN
2024-2025,3,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,Y6DZ73S1U
2022-2023,6,2.0,SOC,West Junior High,29.6,N,N,N,N,ZAFO84G04
2022-2023,8,1.0,SOC,North Junior High,93.3,N,N,Y,N,HB7E67PL7
2023-2024,0,6.0,ENG,Sunny Hillside Elementary School,71.4,Y,Y,N,N,MZJYF6219
2021-2022,6,6.0,PE,Allfeather Middle School,98.0,Y,N,N,N,JJ990CFN5
2022-2023,1,3.0,MUS,Hall Elementary School,100.0,Y,N,N,N,01PC24OZB
2021-2022,7,5.0,SCI,Allfeather Middle School,77.1,Y,N,N,N,3Z1CXI00Y
2023-2024,8,6.0,ENG,Allfeather Middle School,100.0,Y,N,N,N,6Q7DUE64F
2022-2023,5,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,HRV4R197N
2023-2024,8,8.0,ELE,West Junior High,90.3,Y,N,N,N,55FC2V0XZ
2018-2019,6,8.0,ENG,South Junior High,85.4,Y,N,N,N,7FO1N6L1N
2023-2024,3,9.0,SOC,Hall Elementary School,93.3,Y,N,N,N,E2C1Q79WX
2021-2022,7,2.0,MAT,North Junior High,82.1,N,Y,Y,N,O0VU98O9K
2023-2024,4,9.0,SOC,Gale Elementary School,94.4,Y,N,N,N,YO151B1AT
2022-2023,7,4.0,PE,West Junior High,87.0,Y,N,N,N,T4YQNS849
2020-2021,8,1.0,ELE,South Junior High,83.4,N,N,N,N,XF793SOG4
2023-2024,8,7.0,ELE,East Junior High,98.2,N,N,N,N,8EQ1SC1R4
2022-2023,3,5.0,ENG,Gale Elementary School,51.0,Y,N,Y,Y,OWX661RT1
2022-2023,5,4.0,PE,Leafy Elementary School,100.0,Y,N,N,N,B2MO72UK2
2021-2022,7,1.0,SOC,South Junior High,20.0,N,N,N,N,42J1OJI2M
2024-2025,4,8.0,SCI,Elk Meadow Elementary School,81.5,Y,N,Y,Y,79QF1YF5X
2023-2024,5,3.0,MUS,Gale Elementary School,100.0,Y,N,N,Y,C91CNQY98
2023-2024,8,5.0,ELE,North Junior High,66.0,Y,N,N,N,0N6PG3R2A
2022-2023,6,7.0,MUS,West Junior High,91.5,N,N,N,N,L7ZGD7M71
2024-2025,5,5.0,ENG,Seaside Elementary School,90.2,Y,N,N,N,059BTWNQ7
2024-2025,2,7.0,MAT,Washington Stone Elementary School,85.3,Y,N,N,N,L71VM7Z8Y
2024-2025,6,5.0,ENG,North Junior High,92.5,N,Y,N,N,Z975QP1JD
2022-2023,6,4.0,SCI,West Junior High,9.8,N,N,N,N,XI0MC60O0
2018-2019,6,8.0,MAT,South Junior High,63.6,N,N,N,N,V5ACY44H1
2023-2024,8,4.0,ELE,Allfeather Middle School,87.9,Y,N,N,N,7NMUHW498
2024-2025,2,2.0,ART,Seaside Elementary School,100.0,Y,N,N,N,6C37MQZW6
2024-2025,3,5.0,ENG,Washington Stone Elementary School,94.5,Y,N,N,N,5C2HKA8D3
2020-2021,7,1.0,PE,Allfeather Middle School,91.0,N,N,N,N,6IJ86M6QD
2023-2024,6,4.0,SOC,Allfeather Middle School,87.7,Y,N,N,N,YD3NCT505
2021-2022,8,3.0,PE,West Junior High,92.0,Y,N,N,N,WJW4X76N3
